member,model,MAE,RMSE,MAPE,MASE,Ljung_Box_lag,Ljung_Box_p_value,Ljung_Box_acceptable,Residual_ACF_acceptable,Residual_ACF_spike_lags,Residuals_acceptable
Steven,auto.arima selected model,0.5819956961363649,0.6523316830681136,0.42904863722690606,0.22231759197569192,24,0.13151168635710997,Yes,No,"7, 15, 22",No
