member,model_family,selected_variant,model_specification,model,MAE,RMSE,MAPE,MASE,Ljung_Box_lag,Ljung_Box_p_value,Ljung_Box_acceptable,Ljung_Box_decision,Residual_ACF_spike_count,Residual_ACF_spike_lags,Residual_ACF_has_consecutive_spikes,Residual_ACF_pattern,Residual_ACF_acceptable,Residuals_acceptable,Diagnostic_note,Training_RMSE,Test_RMSE,RMSE_ratio,Training_MAPE,Test_MAPE,Overfitting_acceptable,Overfitting_assessment
Advanced exploratory,TBATS / neural-network autoregression,TBATS (annual seasonality = 12),TBATS (annual seasonality = 12),TBATS (annual seasonality = 12),0.22495537850703962,0.25355378265447664,0.1660949383336817,0.0859311132086918,24,0.07061229172344141,Yes,Yes,2,"15, 22",No,Few isolated spikes,Yes,Yes,"The Ljung-Box test did not detect significant overall residual autocorrelation. 2 isolated ACF spikes were observed, but they did not form a consecutive pattern.",0.40963067799970687,0.25355378265447664,0.6189814295467834,0.2205358328785897,0.1660949383336817,Yes,No strong overfitting warning from the training-versus-test RMSE comparison
