model_key,model,Validation_MAE,Validation_RMSE,Validation_MAPE,Validation_MASE,Ljung_Box_lag,Ljung_Box_p_value,Ljung_Box_acceptable,Ljung_Box_decision,Residual_ACF_spike_count,Residual_ACF_spike_lags,Residual_ACF_has_consecutive_spikes,Residual_ACF_pattern,Residual_ACF_acceptable,Residuals_acceptable,Diagnostic_note,Validation_Training_RMSE,Validation_Test_RMSE,Validation_RMSE_ratio,Validation_Training_MAPE,Validation_Test_MAPE,Validation_Overfitting_acceptable,Validation_Overfitting_assessment,Validation_eligible
tbats,TBATS (annual seasonality = 12),0.7613072339336521,0.840169249250903,0.5699480706541017,0.287424802743586,24,0.12788911700023853,Yes,Yes,2,"15, 22",No,Few isolated spikes,Yes,Yes,"The Ljung-Box test did not detect significant overall residual autocorrelation. 2 isolated ACF spikes were observed, but they did not form a consecutive pattern.",0.41924333012603,0.840169249250903,2.004013394794706,0.22792132133230156,0.5699480706541017,No,Possible overfitting: test RMSE is substantially higher than training RMSE,No
nnetar,"NNETAR(3,1)[12] (size = 2, repeats = 20)",1.6889690624696196,1.8333791967257405,1.263363442520097,0.6376553091608438,24,0.2579221216712948,Yes,Yes,0,None,No,No significant spikes,Yes,Yes,"The Ljung-Box test did not detect significant overall residual autocorrelation, and no significant residual ACF spikes were observed.",0.4136950293852001,1.8333791967257405,4.431716763554929,0.22272457744110194,1.2633634425200972,No,Possible overfitting: test RMSE is substantially higher than training RMSE,No
